year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,geoID,pais
2018,4.42,1.14,3.14,13.18,19.89,20.94,23.92,22.51,18.53,13.92,8.11,6.23,DK,Dinamarca
2019,3.73,6.76,8.14,13.09,14.52,21.52,21.09,22.08,17.13,12.48,7.59,6.77,DK,Dinamarca
2020,7.3,6.97,7.44,12.69,15.14,21.0,19.2,23.03,18.18,13.1,10.24,6.0,DK,Dinamarca
2016,12.38,12.95,14.43,16.91,20.96,27.07,31.06,31.07,27.62,21.21,14.19,11.54,ES,España
2017,10.44,13.57,16.67,18.77,23.69,28.92,30.91,30.93,26.1,22.43,14.76,11.28,ES,España
2018,11.86,10.85,13.89,17.72,21.45,26.26,30.34,31.49,28.04,20.43,14.13,12.68,ES,España
2019,11.12,13.74,16.81,17.43,22.09,27.0,31.58,30.91,26.6,21.19,14.0,12.43,ES,España
2020,11.11,15.25,15.67,17.77,23.88,26.24,31.85,30.78,26.72,19.46,15.84,11.41,ES,España
2016,8.67,9.57,10.95,14.4,18.47,21.84,25.68,26.33,23.91,15.98,10.99,8.1,FR,Francia
2017,5.26,10.34,14.18,15.77,20.62,25.44,25.54,25.54,20.02,18.04,10.62,7.75,FR,Francia
2018,9.88,5.71,10.56,17.47,20.37,24.11,27.94,27.08,23.9,17.97,11.55,9.39,FR,Francia
2019,6.44,10.84,13.76,15.71,17.61,24.45,27.82,26.5,22.72,17.56,10.53,10.03,FR,Francia
2020,9.2,11.9,12.65,18.35,21.09,22.34,26.54,26.99,23.3,15.56,12.89,8.44,FR,Francia
2016,8.48,7.87,9.9,11.17,15.85,18.1,18.69,19.03,17.24,13.64,8.84,9.59,IE,Irlanda
2017,8.41,8.87,11.35,12.72,16.54,17.69,18.78,18.12,15.95,14.09,9.74,8.22,IE,Irlanda
2018,7.86,6.86,7.72,11.99,16.5,19.65,20.86,18.45,15.84,12.96,10.25,9.69,IE,Irlanda
2019,8.21,10.55,10.62,13.36,14.88,16.78,19.82,19.01,17.03,12.53,8.74,8.51,IE,Irlanda
2020,8.59,8.57,9.78,14.05,16.35,17.32,17.78,18.84,16.94,12.53,10.64,7.62,IE,Irlanda
2016,-4.66,2.21,4.39,11.08,20.08,21.88,22.42,21.13,17.75,7.69,2.4,1.72,LV,Letonia
2017,-1.66,-0.37,5.33,8.69,16.87,19.28,20.82,21.66,16.34,9.3,4.88,1.98,LV,Letonia
2018,-0.63,-3.6,0.75,13.12,21.87,22.05,24.54,23.75,19.02,11.93,4.37,-0.16,LV,Letonia
2019,-1.94,2.35,5.18,13.3,17.18,24.41,21.39,22.44,17.17,11.25,5.57,3.51,LV,Letonia
2020,3.56,3.68,6.64,10.92,15.05,23.34,21.36,22.72,18.7,12.37,6.6,1.58,LV,Letonia
2016,5.59,7.09,8.73,13.17,19.12,21.42,24.5,24.19,23.06,13.08,7.76,5.21,LU,Luxemburgo
2017,1.69,8.02,13.26,13.7,20.81,24.74,24.41,23.49,18.16,16.08,8.02,5.44,LU,Luxemburgo
2018,7.13,2.37,8.13,18.04,21.96,23.54,27.9,25.65,21.62,16.68,8.86,6.62,LU,Luxemburgo
2019,3.37,8.86,12.03,15.91,16.93,24.89,25.78,24.89,20.07,15.52,7.93,7.15,LU,Luxemburgo
2020,6.79,9.79,11.03,18.14,19.63,22.61,24.47,26.53,21.61,14.25,10.32,6.37,LU,Luxemburgo
2016,6.84,7.52,9.21,12.82,19.24,20.65,22.85,23.39,22.71,13.35,8.92,7.86,NL,Holanda
2017,4.2,7.95,13.06,13.08,19.97,22.74,22.56,22.5,17.97,16.39,9.87,7.17,NL,Holanda
2018,7.8,3.5,8.18,17.07,21.92,22.12,26.57,24.7,20.67,16.83,9.91,8.51,NL,Holanda
2019,5.59,9.99,11.9,15.87,16.53,23.69,23.95,24.53,19.43,15.22,9.22,8.86,NL,Holanda
2020,8.63,10.09,11.1,17.0,18.84,22.09,22.11,26.05,20.79,14.6,11.95,7.92,NL,Holanda
2016,-7.1,-1.43,2.24,6.3,14.73,17.87,19.97,17.21,14.84,5.95,-0.5,-0.16,SE,Suecia
2017,-2.53,-2.49,2.11,5.26,11.69,17.17,18.79,17.23,12.96,6.84,0.71,-2.01,SE,Suecia
2018,-3.79,-5.47,-1.75,7.53,16.73,17.9,23.32,18.75,14.09,7.33,2.41,-1.73,SE,Suecia
2019,-5.37,-1.16,1.49,9.06,11.8,18.87,19.66,18.67,12.72,5.22,-0.91,-0.52,SE,Suecia
2020,0.07,-0.0,2.28,6.46,11.14,21.03,18.13,18.99,13.87,7.51,3.79,-0.46,SE,Suecia
2016,3.65,10.78,12.07,19.16,20.84,27.15,29.59,28.85,24.95,16.05,10.43,2.6,BG,Bulgaria
2017,-0.24,6.59,13.48,16.03,21.8,27.08,29.23,30.04,24.8,17.69,10.79,7.39,BG,Bulgaria
2018,5.36,5.39,10.33,20.1,24.01,26.21,28.11,30.06,24.7,19.18,10.34,3.99,BG,Bulgaria
2019,3.49,7.12,13.68,16.0,21.23,27.96,28.92,30.24,25.43,19.56,14.91,7.45,BG,Bulgaria
2020,4.54,9.18,12.69,16.22,21.02,25.52,29.29,30.01,26.51,19.74,10.59,7.45,BG,Bulgaria
2016,0.07,7.46,8.96,15.33,19.52,23.77,25.26,24.05,22.42,11.67,6.19,0.56,SK,Eslovaquia
2017,-3.1,4.32,11.75,13.1,19.88,24.79,25.28,26.79,18.36,14.18,6.45,2.84,SK,Eslovaquia
2018,3.53,0.4,5.54,19.79,22.76,23.39,25.31,27.29,21.9,17.01,8.38,1.84,SK,Eslovaquia
2019,-0.01,6.33,11.5,16.21,16.29,26.02,25.29,26.68,20.74,16.31,10.14,4.36,SK,Eslovaquia
2020,2.11,7.29,9.9,15.23,17.02,22.34,24.51,26.19,21.65,14.2,6.48,3.6,SK,Eslovaquia
2016,-5.73,1.65,3.7,9.96,19.46,20.77,22.03,20.3,16.88,7.3,1.82,1.63,EE,Estonia
2017,-1.14,-0.8,3.92,7.25,15.16,18.37,20.39,20.68,15.35,8.48,4.68,1.98,EE,Estonia
2018,-0.76,-4.47,-0.28,11.17,21.07,21.08,25.02,23.15,18.08,10.94,4.72,-0.03,EE,Estonia
2019,-2.36,1.87,3.7,12.28,16.07,23.32,21.22,21.63,16.2,9.51,4.61,3.34,EE,Estonia
2020,3.63,2.93,5.45,9.44,14.43,23.08,20.81,21.81,17.79,11.65,6.67,1.89,EE,Estonia
2016,9.5,14.18,14.28,20.82,22.36,28.73,31.05,30.7,25.89,20.16,14.97,7.91,GR,Grecia
2017,6.11,11.29,15.41,18.43,23.45,28.6,31.29,31.4,26.54,20.29,14.57,10.68,GR,Grecia
2018,9.86,10.77,15.08,21.42,24.72,27.59,30.19,30.74,26.81,20.68,15.01,9.26,GR,Grecia
2019,7.85,10.57,15.15,17.43,22.25,28.89,30.53,31.81,27.19,22.42,17.46,11.2,GR,Grecia
2020,9.27,12.12,14.65,17.67,23.8,26.83,30.92,31.34,27.98,21.96,15.28,11.78,GR,Grecia
2016,16.99,18.37,18.42,22.67,23.9,28.28,30.92,30.62,28.15,26.52,21.52,17.71,MT,Malta
2017,13.95,16.99,18.97,20.8,25.0,29.42,31.8,32.87,27.95,24.52,19.97,16.31,MT,Malta
2018,17.27,14.81,18.29,22.27,23.99,27.9,32.18,30.15,29.55,24.27,20.75,17.97,MT,Malta
2019,14.97,15.67,17.94,19.95,21.32,30.22,31.5,32.35,29.07,25.41,20.41,18.29,MT,Malta
2020,17.55,17.85,17.29,20.42,25.22,27.48,30.42,31.75,28.69,24.31,22.02,17.38,MT,Malta
2016,0.1,6.27,8.09,13.73,20.89,23.74,24.23,23.59,21.64,10.81,5.73,3.37,PL,Polonia
2017,-0.99,3.29,10.64,11.91,19.69,23.04,23.56,24.99,17.49,13.42,7.09,4.47,PL,Polonia
2018,3.47,-0.08,4.89,18.23,23.32,23.87,25.43,26.58,21.08,15.78,7.36,3.67,PL,Polonia
2019,0.95,6.28,10.5,15.78,17.42,25.55,24.27,26.13,19.57,15.34,9.09,5.63,PL,Polonia
2020,4.55,7.27,9.87,14.9,17.0,23.09,23.91,26.23,20.79,14.07,8.0,4.01,PL,Polonia
2016,1.18,6.41,7.91,13.88,19.2,23.0,24.73,23.93,22.48,11.52,5.89,2.7,CZ,Rep. Checa
2017,-1.71,4.79,11.67,12.43,19.99,24.39,24.68,25.53,17.33,14.62,6.41,3.1,CZ,Rep. Checa
2018,4.26,-0.32,5.44,18.87,22.36,23.45,26.22,27.04,21.71,16.21,7.69,3.57,CZ,Rep. Checa
2019,0.66,6.79,10.99,16.01,15.96,25.23,25.56,25.9,19.91,15.19,8.33,4.89,CZ,Rep. Checa
2020,3.92,7.54,9.44,16.06,17.34,21.93,24.51,25.88,20.91,13.46,7.71,3.65,CZ,Rep. Checa
2016,0.96,5.25,6.3,11.98,15.26,19.47,22.16,21.04,19.38,10.04,5.31,2.56,AT,Austria
2017,-2.52,4.67,10.21,10.48,17.1,22.12,22.25,23.05,14.65,13.12,4.83,0.98,AT,Austria
2018,3.55,-1.28,4.75,15.75,18.54,20.5,22.71,23.71,19.23,14.26,7.31,1.96,AT,Austria
2019,-0.87,5.59,9.1,12.76,12.41,22.38,23.03,22.43,17.72,13.89,6.96,3.95,AT,Austria
2020,3.12,6.53,7.58,14.05,14.89,18.57,21.78,22.28,18.45,11.44,7.06,2.64,AT,Austria
2016,14.96,19.94,20.7,26.07,26.67,32.54,34.51,34.59,31.33,28.55,22.46,14.88,CY,Chipre
2017,13.81,15.97,19.52,23.07,26.84,31.47,35.28,33.97,32.89,26.86,21.33,19.45,CY,Chipre
2018,16.38,19.25,21.94,25.54,28.75,31.18,34.2,34.11,32.26,28.01,22.21,17.13,CY,Chipre
2019,15.0,16.98,18.58,21.27,28.95,31.77,33.44,34.03,31.61,28.87,24.03,17.92,CY,Chipre
2020,15.04,16.5,19.66,22.49,27.92,30.4,34.67,34.68,33.91,30.19,22.33,19.27,CY,Chipre
2016,3.32,7.96,9.37,15.19,17.97,22.55,25.56,23.96,22.06,12.8,8.28,4.38,SI,Eslovenia
2017,-0.3,7.27,12.86,13.82,19.89,25.09,25.78,26.33,17.6,15.53,7.82,3.48,SI,Eslovenia
2018,6.02,2.7,7.53,18.19,21.33,23.46,25.6,26.65,21.92,16.87,10.19,4.04,SI,Eslovenia
2019,1.7,8.04,12.13,15.39,15.14,25.41,26.09,25.6,20.71,16.56,9.92,6.17,SI,Eslovenia
2020,5.07,9.2,10.37,16.42,17.77,21.51,24.79,25.31,21.4,14.31,9.61,4.95,SI,Eslovenia
2016,-10.16,-1.71,1.52,6.8,17.14,18.5,21.84,18.25,13.63,5.31,-1.61,-1.65,FI,Finlandia
2017,-3.79,-3.81,1.42,4.23,10.61,16.84,20.01,17.96,12.2,4.89,0.62,-2.26,FI,Finlandia
2018,-4.46,-7.71,-2.64,6.78,17.85,18.06,25.11,20.18,14.51,6.5,2.4,-2.65,FI,Finlandia
2019,-7.54,-2.85,0.5,8.59,13.1,20.02,19.71,18.35,12.96,4.15,-0.9,-0.39,FI,Finlandia
2020,-0.95,-1.13,2.07,5.21,12.3,21.93,20.47,19.16,14.36,7.35,3.26,-1.4,FI,Finlandia
2016,2.55,10.1,12.26,19.14,22.16,26.78,28.62,27.12,25.29,14.59,9.01,2.35,HU,Hungría
2017,-1.14,7.22,15.15,16.71,23.1,28.26,29.09,30.28,21.92,17.25,9.34,5.13,HU,Hungría
2018,5.93,3.51,8.96,22.53,25.75,26.51,28.24,30.47,24.99,19.97,11.41,3.79,HU,Hungría
2019,2.15,8.68,14.84,19.21,19.19,29.08,28.59,29.88,24.18,19.35,13.23,6.61,HU,Hungría
2020,3.57,9.75,12.76,18.44,20.53,25.37,27.74,29.25,25.09,17.13,9.11,6.15,HU,Hungría
2016,8.43,10.79,11.62,16.59,18.97,23.68,27.25,26.5,23.53,17.28,12.75,9.5,IT,Italia
2017,5.61,10.57,13.94,15.51,20.51,26.03,27.62,28.39,21.02,18.07,11.69,7.76,IT,Italia
2018,9.95,7.26,10.99,17.9,20.7,24.48,27.66,27.79,24.2,18.93,13.52,9.18,IT,Italia
2019,6.31,10.3,13.51,15.21,16.76,26.05,27.9,27.84,23.39,19.15,12.9,10.49,IT,Italia
2020,9.47,11.79,12.23,16.7,20.33,22.91,26.87,27.59,23.59,16.87,14.04,9.04,IT,Italia
2016,-3.78,2.97,5.23,12.14,20.87,23.14,23.03,22.13,18.81,8.2,3.08,2.07,LT,Lituania
2017,-2.05,-0.14,6.7,9.87,18.22,20.65,21.65,22.87,16.99,10.2,5.3,2.49,LT,Lituania
2018,-0.23,-2.99,1.72,15.18,22.99,23.32,24.73,24.9,19.85,13.05,4.56,0.19,LT,Lituania
2019,-1.67,2.93,6.68,14.31,18.19,25.55,22.01,23.72,18.11,12.86,6.53,3.76,LT,Lituania
2020,3.22,4.31,7.76,12.44,15.76,24.0,22.61,24.24,19.71,12.93,6.67,1.68,LT,Lituania
2016,14.81,15.04,16.31,18.42,21.79,27.56,30.4,30.97,28.33,23.24,16.38,14.13,PT,Portugal
2017,13.82,15.67,18.32,20.96,24.55,29.04,29.93,30.91,26.99,24.59,17.41,14.06,PT,Portugal
2018,14.08,14.11,15.17,18.81,22.19,25.8,28.39,31.29,28.94,22.39,16.0,15.17,PT,Portugal
2019,14.16,16.12,19.04,19.19,23.76,26.57,29.87,30.33,27.2,22.7,16.06,14.53,PT,Portugal
2020,13.69,17.59,17.86,19.06,24.63,26.32,31.19,29.95,27.35,21.24,18.02,13.7,PT,Portugal
2016,1.39,9.24,10.87,18.51,20.37,25.83,27.91,26.98,24.04,13.29,7.97,1.34,RO,Rumania
2017,-1.85,4.79,13.0,15.26,21.26,26.48,27.52,29.21,22.79,16.16,8.95,5.47,RO,Rumania
2018,3.95,2.74,7.37,20.59,24.42,25.66,26.38,29.34,23.47,18.86,9.01,2.22,RO,Rumania
2019,1.38,6.29,13.13,16.52,19.83,27.73,27.19,29.0,23.87,17.96,13.37,6.08,RO,Rumania
2020,2.88,7.94,11.8,16.75,19.26,24.82,27.14,28.59,24.96,17.68,8.15,5.65,RO,Rumania
2016,7.04,6.58,8.76,10.54,15.75,17.96,19.41,19.8,17.97,13.16,7.96,8.3,GB,Reino Unido
2017,6.38,7.51,10.55,12.0,16.74,18.74,19.45,18.78,16.06,14.06,8.62,6.74,GB,Reino Unido
2018,6.45,5.03,6.81,12.0,17.01,19.74,21.96,19.5,16.49,13.13,9.59,8.12,GB,Reino Unido
2019,6.22,9.11,9.98,12.86,14.65,17.85,20.72,20.0,17.09,12.34,8.02,7.6,GB,Reino Unido
2020,7.74,7.72,9.12,13.72,16.52,18.27,18.54,19.93,17.17,12.39,10.22,6.68,GB,Reino Unido
2016,0.15,-0.57,2.77,3.8,6.92,11.8,12.61,12.14,9.23,7.34,3.04,3.67,IS,Islandia
2017,2.12,3.34,2.36,3.49,8.4,10.45,12.83,11.58,9.78,6.31,0.45,-0.05,IS,Islandia
2018,1.07,3.25,2.56,4.33,6.67,9.86,11.97,11.03,7.94,4.13,3.42,1.98,IS,Islandia
2019,1.57,1.6,1.53,6.23,6.84,10.98,13.92,11.31,9.15,4.77,1.28,0.97,IS,Islandia
2020,2.25,0.51,1.2,4.66,7.12,11.18,11.75,11.53,7.17,4.98,2.18,1.52,IS,Islandia
2016,-6.76,-2.72,0.93,4.14,11.82,14.71,17.19,14.82,12.89,4.84,-0.78,0.23,NO,Noruega
2017,-2.36,-3.32,0.65,3.38,9.07,14.01,16.36,14.68,11.51,5.53,-0.01,-2.39,NO,Noruega
2018,-4.02,-5.74,-2.95,5.04,13.66,14.51,20.04,15.74,11.8,5.43,1.99,-1.84,NO,Noruega
2019,-5.08,-2.3,0.0,7.07,8.98,14.91,16.98,15.9,10.75,3.44,-2.08,-0.72,NO,Noruega
2020,-0.73,-1.41,0.66,4.23,8.71,17.9,15.71,16.34,11.76,5.74,3.14,-0.44,NO,Noruega
